point_id,label,prefecture,elevation_m,slope_deg,local_relief_m,distance_to_volcano_km,distance_to_river_km,distance_to_lake_km,vegetation_naturalness,geology_group
control.geojson#977,0,兵庫県,3.1,0.0,0.6,198.04,0.123,17.44,1.0,堆積岩
control.geojson#978,0,兵庫県,604.8,6.6,91.0,224.33,0.856,52.594,8.0,堆積岩
control.geojson#979,0,兵庫県,281.6,5.92,45.8,165.37,0.276,14.771,7.0,火成岩
control.geojson#980,0,兵庫県,43.5,4.67,54.1,214.01,0.624,41.925,1.0,堆積岩
control.geojson#981,0,兵庫県,4.9,0.0,2.6,206.72,0.182,3.672,1.0,堆積岩
control.geojson#982,0,兵庫県,18.7,0.92,19.3,191.69,0.368,14.163,1.0,付加体
control.geojson#983,0,兵庫県,155.1,2.98,72.5,204.71,0.025,3.889,7.0,付加体
control.geojson#984,0,兵庫県,5.8,2.12,4.9,174.61,0.038,28.203,1.0,堆積岩
control.geojson#985,0,兵庫県,0.6,1.24,2.5,215.52,0.141,58.593,1.0,
control.geojson#986,0,兵庫県,116.1,14.24,92.5,179.5,0.946,25.251,2.0,火成岩
control.geojson#987,0,兵庫県,6.4,0.86,3.3,200.16,0.239,6.568,7.0,堆積岩
control.geojson#988,0,兵庫県,60.0,5.68,18.8,212.63,0.096,10.572,7.0,堆積岩
control.geojson#989,0,兵庫県,26.7,10.06,40.3,191.15,0.155,14.753,1.0,付加体
control.geojson#990,0,兵庫県,922.1,1.0,40.3,185.97,0.538,9.953,7.0,火成岩
control.geojson#991,0,兵庫県,3.9,0.0,0.3,166.81,0.222,16.562,1.0,その他
control.geojson#992,0,兵庫県,24.8,0.52,2.0,196.62,0.233,12.793,2.0,堆積岩
control.geojson#993,0,奈良県,67.3,0.45,2.7,185.11,0.257,16.992,1.0,堆積岩
control.geojson#994,0,奈良県,96.3,3.11,36.7,205.31,0.05,10.526,1.0,火成岩
control.geojson#995,0,奈良県,520.7,16.38,169.4,194.96,0.281,2.823,6.0,火成岩
control.geojson#996,0,奈良県,115.9,2.94,25.9,183.81,0.075,16.175,6.0,堆積岩
control.geojson#997,0,奈良県,71.0,0.47,3.2,203.52,0.445,10.397,2.0,堆積岩
control.geojson#998,0,奈良県,40.9,1.8,5.0,199.0,0.231,19.101,1.0,堆積岩
control.geojson#999,0,奈良県,986.8,26.79,80.5,193.19,0.812,8.225,6.0,火成岩
control.geojson#1000,0,奈良県,132.5,4.71,24.2,206.45,0.091,8.815,3.0,火成岩
control.geojson#1001,0,奈良県,217.0,15.42,108.7,185.26,0.19,13.601,7.0,変成岩
control.geojson#1002,0,奈良県,76.3,1.18,3.9,186.62,0.204,19.509,1.0,堆積岩
control.geojson#1003,0,奈良県,398.9,4.18,51.1,247.86,0.255,2.139,1.0,付加体
control.geojson#1004,0,奈良県,69.8,2.07,7.6,184.73,0.421,18.758,7.0,堆積岩
control.geojson#1005,0,奈良県,1323.8,33.65,109.2,226.59,1.21,11.091,6.0,付加体
control.geojson#1006,0,奈良県,645.7,9.39,96.5,235.54,0.225,14.096,7.0,付加体
control.geojson#1007,0,奈良県,123.7,1.95,17.8,190.3,0.162,10.042,2.0,堆積岩
control.geojson#1008,0,奈良県,127.3,13.73,34.4,203.88,0.402,9.513,3.0,火成岩
control.geojson#1009,0,奈良県,360.0,0.0,83.7,215.31,0.132,4.513,6.0,付加体
control.geojson#1010,0,奈良県,573.9,12.27,78.0,179.44,0.677,1.704,2.0,火成岩
control.geojson#1011,0,奈良県,359.1,2.53,28.8,201.61,0.1,7.419,6.0,堆積岩
control.geojson#1012,0,奈良県,379.5,0.94,26.6,202.14,0.291,7.032,2.0,火成岩
control.geojson#1013,0,奈良県,94.2,1.51,8.1,223.33,0.053,18.686,1.0,堆積岩
control.geojson#1014,0,奈良県,83.6,7.48,24.0,187.87,0.625,12.588,2.0,堆積岩
control.geojson#1015,0,奈良県,233.4,12.85,102.8,211.02,0.082,0.044,,付加体
control.geojson#1016,0,奈良県,826.7,9.05,84.2,225.46,0.022,11.845,6.0,付加体
control.geojson#1017,0,奈良県,215.4,4.26,23.7,219.6,0.206,17.143,2.0,堆積岩
control.geojson#1018,0,奈良県,86.5,0.45,8.0,185.09,0.325,16.195,1.0,堆積岩
control.geojson#1019,0,奈良県,179.4,2.69,31.4,182.91,0.151,28.36,7.0,堆積岩
control.geojson#1020,0,奈良県,74.9,4.75,24.2,207.14,0.171,13.389,2.0,火成岩
control.geojson#1021,0,奈良県,168.1,4.98,85.8,212.43,0.152,2.956,3.0,堆積岩
control.geojson#1022,0,奈良県,300.4,2.87,51.2,207.07,0.1,3.055,6.0,火成岩
control.geojson#1023,0,奈良県,1337.7,23.34,104.9,227.29,1.075,5.75,9.0,付加体
control.geojson#1024,0,奈良県,42.5,0.57,3.4,197.04,0.074,15.519,2.0,堆積岩
control.geojson#1025,0,奈良県,108.3,2.42,29.1,204.69,0.066,10.108,3.0,堆積岩
control.geojson#1026,0,奈良県,457.2,15.29,60.0,191.21,0.047,7.353,6.0,堆積岩
control.geojson#1027,0,奈良県,686.8,21.94,109.4,186.94,0.393,4.203,6.0,火成岩
control.geojson#1028,0,奈良県,573.9,12.27,78.0,179.44,0.677,1.704,2.0,火成岩
control.geojson#1029,0,和歌山県,8.8,0.22,1.3,254.08,0.221,23.554,1.0,堆積岩
control.geojson#1030,0,和歌山県,,,,297.76,0.942,17.718,1.0,堆積岩
control.geojson#1031,0,和歌山県,777.0,16.57,97.0,262.91,1.204,3.571,6.0,変成岩
control.geojson#1032,0,和歌山県,85.1,6.53,48.8,249.39,0.776,28.905,7.0,堆積岩
control.geojson#1033,0,和歌山県,4.3,0.0,0.6,270.27,0.361,28.32,1.0,堆積岩
control.geojson#1034,0,和歌山県,3.2,6.34,47.5,254.48,0.821,21.995,,変成岩
control.geojson#1035,0,和歌山県,8.8,0.24,1.0,264.35,0.233,17.121,1.0,堆積岩
control.geojson#1036,0,和歌山県,8.8,0.22,1.3,254.08,0.221,23.554,1.0,堆積岩
control.geojson#1037,0,和歌山県,0.6,,4.3,258.08,1.793,18.328,1.0,その他
control.geojson#1038,0,和歌山県,29.1,42.49,49.6,253.38,0.968,23.116,,変成岩
control.geojson#1039,0,和歌山県,123.6,7.46,67.3,245.74,0.145,21.697,6.0,堆積岩
control.geojson#1040,0,和歌山県,2.2,0.17,2.8,260.8,0.24,15.655,1.0,堆積岩
control.geojson#1041,0,和歌山県,4.3,0.0,0.6,270.27,0.361,28.32,1.0,堆積岩
control.geojson#1042,0,和歌山県,45.7,6.16,55.0,247.86,0.254,30.044,6.0,堆積岩
control.geojson#1043,0,和歌山県,80.4,4.19,66.2,291.65,0.619,23.068,1.0,付加体
control.geojson#1044,0,和歌山県,654.6,42.02,114.9,249.16,0.023,13.756,6.0,付加体
control.geojson#1045,0,和歌山県,81.9,6.48,43.6,270.7,0.201,19.531,,付加体
control.geojson#1046,0,和歌山県,6.8,11.61,29.6,259.47,0.092,16.96,2.0,堆積岩
control.geojson#1047,0,和歌山県,83.8,3.48,29.3,234.54,0.175,26.833,1.0,堆積岩
control.geojson#1048,0,和歌山県,174.9,7.69,64.5,277.15,0.533,28.831,7.0,付加体
control.geojson#1049,0,和歌山県,6.9,0.44,3.8,276.46,0.446,26.055,,堆積岩
control.geojson#1050,0,和歌山県,50.4,0.8,6.9,245.57,0.052,19.464,3.0,堆積岩
control.geojson#1051,0,鳥取県,774.7,9.91,52.2,87.72,0.115,8.557,8.0,火成岩
control.geojson#1052,0,鳥取県,775.4,14.34,86.3,85.21,0.877,10.975,6.0,堆積岩
control.geojson#1053,0,鳥取県,383.2,7.35,72.1,137.83,0.147,12.021,6.0,堆積岩
control.geojson#1054,0,鳥取県,31.2,8.81,49.8,145.85,0.672,0.952,6.0,火成岩
control.geojson#1055,0,鳥取県,5.3,0.0,0.6,149.96,0.097,3.557,1.0,堆積岩
control.geojson#1056,0,鳥取県,5.0,0.04,5.3,110.17,0.184,10.921,1.0,堆積岩
control.geojson#1057,0,鳥取県,4.7,1.15,15.4,147.83,1.378,1.948,4.0,堆積岩
control.geojson#1058,0,鳥取県,170.1,8.28,28.1,103.18,0.201,16.57,2.0,火成岩
control.geojson#1059,0,鳥取県,112.5,9.03,46.8,151.55,0.358,16.76,3.0,変成岩
control.geojson#1060,0,鳥取県,5.2,0.42,2.0,151.73,0.518,5.524,1.0,堆積岩
control.geojson#1061,0,鳥取県,250.7,7.71,71.3,122.76,0.266,4.845,3.0,火成岩
control.geojson#1062,0,鳥取県,5.2,0.42,2.0,151.73,0.518,5.524,1.0,堆積岩
control.geojson#1063,0,鳥取県,3.1,4.28,19.5,163.43,0.12,17.206,,火成岩
control.geojson#1064,0,鳥取県,19.0,0.48,25.1,116.75,0.068,3.119,2.0,堆積岩
control.geojson#1065,0,鳥取県,5.4,3.12,16.5,72.82,0.248,1.692,2.0,堆積岩
control.geojson#1066,0,鳥取県,566.7,5.41,33.1,69.11,0.44,10.292,2.0,堆積岩
control.geojson#1067,0,鳥取県,4.6,0.37,2.1,152.03,0.497,5.704,9.0,堆積岩
control.geojson#1068,0,鳥取県,49.0,2.31,48.8,131.67,0.101,10.125,2.0,火成岩
control.geojson#1069,0,鳥取県,260.8,9.88,64.4,95.14,0.079,19.647,7.0,火成岩
control.geojson#1070,0,鳥取県,14.9,3.13,40.1,82.22,0.959,11.175,2.0,火成岩
control.geojson#1071,0,島根県,65.8,1.2,44.0,39.53,0.033,10.934,6.0,堆積岩
control.geojson#1072,0,島根県,17.1,7.82,25.5,55.99,0.217,1.463,2.0,堆積岩
control.geojson#1073,0,島根県,7.2,0.39,6.8,114.5,0.019,61.873,2.0,堆積岩
control.geojson#1074,0,島根県,50.8,2.61,40.5,23.41,0.63,1.401,6.0,堆積岩
control.geojson#1075,0,島根県,45.8,7.46,49.8,63.0,0.42,9.305,2.0,変成岩
control.geojson#1076,0,島根県,24.8,6.54,56.8,66.88,0.901,11.196,8.0,変成岩
control.geojson#1077,0,島根県,36.2,14.47,61.5,17.04,0.53,4.793,,堆積岩
control.geojson#1078,0,島根県,163.1,12.47,40.2,32.5,0.254,13.247,2.0,火成岩
control.geojson#1079,0,島根県,324.6,4.88,37.4,34.58,0.209,19.188,2.0,火成岩
control.geojson#1080,0,島根県,5.3,0.8,4.8,60.02,0.438,11.8,1.0,その他
control.geojson#1081,0,島根県,7.1,1.09,10.2,56.21,0.08,18.935,1.0,堆積岩
control.geojson#1082,0,島根県,1140.8,4.18,87.0,50.64,0.933,13.023,9.0,火成岩
control.geojson#1083,0,島根県,27.5,21.12,25.2,53.83,0.15,0.881,2.0,堆積岩
control.geojson#1084,0,島根県,119.2,11.34,57.6,36.81,0.2,2.354,3.0,火成岩
control.geojson#1085,0,島根県,449.3,1.86,63.5,15.93,0.145,4.15,7.0,火成岩
control.geojson#1086,0,島根県,14.3,6.68,32.6,47.91,0.319,27.016,,変成岩
control.geojson#1087,0,島根県,82.1,3.17,28.7,41.5,0.744,2.114,8.0,火成岩
control.geojson#1088,0,島根県,13.5,4.22,22.6,27.83,0.428,7.699,1.0,堆積岩
control.geojson#1089,0,島根県,184.9,5.73,47.2,30.15,0.549,14.227,8.0,火成岩
control.geojson#1090,0,島根県,99.9,10.48,107.0,66.39,2.51,9.309,,火成岩
control.geojson#1091,0,島根県,37.8,17.81,51.5,52.76,0.314,4.445,2.0,堆積岩
control.geojson#1092,0,島根県,386.2,5.38,52.4,34.92,0.602,20.14,1.0,火成岩
control.geojson#1093,0,島根県,179.0,6.64,62.7,15.99,0.457,24.347,6.0,火成岩
control.geojson#1094,0,島根県,84.3,8.29,49.7,19.37,0.117,13.06,2.0,火成岩
control.geojson#1095,0,島根県,,,,52.07,0.134,23.575,,
control.geojson#1096,0,島根県,532.5,8.05,67.5,61.52,0.044,8.564,7.0,火成岩
control.geojson#1097,0,岡山県,24.1,9.44,94.6,133.22,0.69,7.737,7.0,火成岩
control.geojson#1098,0,岡山県,226.0,26.5,55.9,117.02,0.422,10.807,2.0,堆積岩
control.geojson#1099,0,岡山県,5.5,0.17,0.7,120.95,0.245,9.305,1.0,堆積岩
control.geojson#1100,0,岡山県,408.3,2.21,15.8,91.02,0.018,9.088,2.0,堆積岩
control.geojson#1101,0,岡山県,9.8,1.4,51.6,139.29,0.023,14.762,7.0,火成岩
control.geojson#1102,0,岡山県,40.1,0.38,23.3,145.84,0.046,11.35,7.0,堆積岩
control.geojson#1103,0,岡山県,535.9,0.95,30.5,93.18,0.173,8.516,2.0,堆積岩
control.geojson#1104,0,岡山県,6.1,4.51,53.1,157.28,0.692,16.17,1.0,
control.geojson#1105,0,岡山県,7.9,3.71,47.3,124.45,0.145,10.239,2.0,付加体
control.geojson#1106,0,岡山県,192.7,2.5,9.5,77.88,0.047,6.785,2.0,堆積岩
control.geojson#1107,0,岡山県,448.3,4.44,70.7,130.27,0.121,8.972,6.0,火成岩
control.geojson#1108,0,岡山県,5.0,15.3,29.8,134.77,0.176,15.836,2.0,堆積岩
control.geojson#1109,0,岡山県,760.1,9.89,37.2,125.31,0.332,0.193,2.0,堆積岩
control.geojson#1110,0,岡山県,486.7,8.59,73.4,143.24,0.328,19.762,7.0,火成岩
control.geojson#1111,0,岡山県,2.7,0.29,0.9,129.59,0.164,7.915,1.0,堆積岩
control.geojson#1112,0,岡山県,535.4,5.24,26.8,95.12,0.23,8.163,2.0,堆積岩
control.geojson#1113,0,岡山県,29.4,0.0,27.5,97.28,0.036,24.664,1.0,堆積岩
control.geojson#1114,0,岡山県,23.2,1.05,7.3,116.89,0.19,10.782,7.0,堆積岩
control.geojson#1115,0,岡山県,3.7,0.36,2.4,123.9,0.508,9.01,2.0,堆積岩
control.geojson#1116,0,岡山県,270.4,2.29,28.7,147.78,0.765,7.042,2.0,火成岩
control.geojson#1117,0,岡山県,476.1,6.46,72.9,89.49,0.536,10.455,6.0,火成岩
control.geojson#1118,0,岡山県,424.3,1.43,9.3,101.83,0.107,5.434,2.0,堆積岩
control.geojson#1119,0,岡山県,119.1,5.94,35.7,138.9,0.638,2.612,7.0,火成岩
control.geojson#1120,0,岡山県,83.1,3.23,34.0,152.62,0.647,21.122,3.0,火成岩
control.geojson#1121,0,岡山県,4.7,0.87,5.7,132.29,0.561,0.699,2.0,その他
control.geojson#1122,0,岡山県,6.8,0.73,5.3,109.63,0.026,24.83,7.0,堆積岩
control.geojson#1123,0,岡山県,700.2,9.15,44.7,123.28,0.052,2.801,4.0,火成岩
control.geojson#1124,0,山口県,3.9,1.7,68.4,78.41,3.364,15.037,2.0,堆積岩
control.geojson#1125,0,山口県,40.6,1.9,14.3,57.42,0.495,4.767,2.0,堆積岩
control.geojson#1126,0,山口県,168.8,0.38,43.6,20.54,0.036,14.957,7.0,付加体
control.geojson#1127,0,山口県,4.2,0.37,2.0,84.59,0.132,10.062,2.0,堆積岩
control.geojson#1128,0,山口県,17.9,2.1,14.2,47.0,0.073,15.356,7.0,堆積岩
control.geojson#1129,0,山口県,5.7,1.65,9.8,69.11,1.79,19.223,1.0,堆積岩
control.geojson#1130,0,山口県,29.6,17.38,38.6,84.99,1.11,14.371,,火成岩
control.geojson#1131,0,山口県,160.5,6.18,33.1,80.36,0.49,6.413,7.0,付加体
control.geojson#1132,0,山口県,45.5,11.71,84.4,50.4,0.971,8.062,7.0,堆積岩
control.geojson#1133,0,山口県,5.5,14.15,61.4,62.8,0.256,22.255,6.0,火成岩
control.geojson#1134,0,山口県,984.8,16.4,122.9,26.92,0.308,15.249,5.0,火成岩
control.geojson#1135,0,山口県,37.9,10.61,62.2,93.72,0.587,19.021,,火成岩
control.geojson#1136,0,山口県,42.8,23.84,79.7,87.83,2.411,18.414,2.0,火成岩
control.geojson#1137,0,山口県,488.4,16.59,146.2,47.03,0.409,12.954,8.0,火成岩
control.geojson#1138,0,山口県,8.5,5.25,58.2,97.69,0.128,23.021,,火成岩
control.geojson#1139,0,山口県,0.1,0.53,1.6,19.43,0.692,2.148,,
control.geojson#1140,0,山口県,5.1,1.9,10.0,57.61,0.537,22.742,2.0,堆積岩
control.geojson#1141,0,山口県,160.5,6.18,33.1,80.36,0.49,6.413,7.0,付加体
control.geojson#1142,0,山口県,132.0,2.89,17.8,33.2,0.451,0.388,7.0,堆積岩
control.geojson#1143,0,山口県,29.1,0.93,23.3,30.83,0.247,2.842,6.0,堆積岩
control.geojson#1144,0,山口県,357.4,4.21,20.5,58.56,0.451,1.715,2.0,火成岩
control.geojson#1145,0,山口県,280.9,4.06,19.4,45.49,0.049,0.088,7.0,
control.geojson#1146,0,山口県,9.0,0.24,0.9,77.59,0.26,4.891,2.0,堆積岩
control.geojson#1147,0,山口県,1.4,0.94,3.3,69.36,1.854,19.206,1.0,
control.geojson#1148,0,山口県,32.3,42.0,47.3,79.58,0.063,5.643,1.0,堆積岩
control.geojson#1149,0,山口県,1.7,7.96,39.6,67.5,0.368,20.885,1.0,
control.geojson#1150,0,山口県,3.6,5.32,5.3,71.35,0.225,10.331,2.0,堆積岩
control.geojson#1151,0,山口県,8.2,0.76,8.1,32.75,0.157,13.051,7.0,堆積岩
control.geojson#1152,0,山口県,4.8,0.16,2.3,47.57,0.483,20.053,2.0,堆積岩
control.geojson#1153,0,山口県,30.8,11.05,50.5,81.91,0.446,7.548,7.0,変成岩
control.geojson#1154,0,山口県,5.8,5.94,23.7,51.95,4.832,26.913,,堆積岩
control.geojson#1155,0,山口県,45.6,7.16,66.9,67.33,0.268,20.956,1.0,堆積岩
control.geojson#1156,0,山口県,4.0,0.39,4.0,93.19,0.107,18.331,,堆積岩
control.geojson#1157,0,山口県,9.1,0.35,1.7,83.9,0.074,11.564,2.0,堆積岩
control.geojson#1158,0,山口県,178.7,4.0,25.6,7.56,0.149,6.118,6.0,火成岩
control.geojson#1159,0,徳島県,13.9,0.0,0.4,198.85,0.091,27.346,2.0,堆積岩
control.geojson#1160,0,徳島県,368.4,12.96,91.9,206.54,0.727,23.243,7.0,変成岩
control.geojson#1161,0,徳島県,1.5,0.05,0.5,229.24,0.388,31.938,2.0,堆積岩
control.geojson#1162,0,徳島県,129.7,29.21,52.8,226.64,0.018,18.705,7.0,堆積岩
control.geojson#1163,0,徳島県,26.4,4.38,67.5,203.19,0.13,40.236,3.0,堆積岩
control.geojson#1164,0,徳島県,195.6,5.28,146.1,186.25,0.006,25.067,6.0,変成岩
control.geojson#1165,0,徳島県,24.5,1.27,61.9,203.2,0.157,40.193,3.0,堆積岩
control.geojson#1166,0,徳島県,331.4,12.45,115.4,210.05,0.07,9.107,6.0,堆積岩
control.geojson#1167,0,徳島県,5.9,1.41,39.3,235.04,0.272,18.191,8.0,付加体
control.geojson#1168,0,徳島県,136.4,9.41,84.4,192.82,0.126,34.409,7.0,堆積岩
control.geojson#1169,0,徳島県,298.9,7.38,127.9,179.67,0.007,20.797,2.0,変成岩
control.geojson#1170,0,徳島県,80.6,4.04,21.7,169.08,0.175,12.823,2.0,堆積岩
control.geojson#1171,0,徳島県,4.9,4.18,42.1,222.89,0.084,28.339,7.0,堆積岩
control.geojson#1172,0,徳島県,16.4,0.53,4.2,203.45,0.193,39.428,2.0,堆積岩
control.geojson#1173,0,徳島県,35.1,1.28,6.5,184.0,0.073,20.382,4.0,堆積岩
control.geojson#1174,0,徳島県,1.8,0.18,0.8,213.85,0.1,32.862,1.0,
control.geojson#1175,0,徳島県,7.3,0.0,0.5,204.36,0.311,29.229,2.0,堆積岩
control.geojson#1176,0,徳島県,38.5,1.75,25.2,191.1,0.094,26.748,2.0,堆積岩
control.geojson#1177,0,徳島県,22.3,32.49,75.2,219.7,1.095,30.738,7.0,変成岩
control.geojson#1178,0,徳島県,8.4,0.79,43.4,235.9,0.647,21.635,7.0,付加体
control.geojson#1179,0,徳島県,435.4,32.14,185.2,205.27,0.0,14.708,6.0,付加体
control.geojson#1180,0,徳島県,903.2,20.08,81.2,158.92,0.688,17.755,7.0,堆積岩
control.geojson#1181,0,徳島県,706.1,13.65,137.5,201.06,0.393,18.891,6.0,変成岩
control.geojson#1182,0,徳島県,450.4,12.05,114.6,195.85,0.53,37.889,7.0,堆積岩
control.geojson#1183,0,徳島県,18.5,9.29,22.0,233.79,0.432,20.527,2.0,堆積岩
control.geojson#1184,0,徳島県,32.4,1.17,25.7,186.86,0.007,23.248,3.0,堆積岩
control.geojson#1185,0,徳島県,99.0,16.52,40.4,193.59,0.281,33.585,7.0,堆積岩
control.geojson#1186,0,愛媛県,274.6,3.64,80.9,101.47,0.532,6.904,2.0,付加体
control.geojson#1187,0,愛媛県,807.0,11.07,73.4,100.01,0.651,22.336,6.0,変成岩
control.geojson#1188,0,愛媛県,199.1,26.22,55.2,115.88,0.034,7.371,7.0,付加体
control.geojson#1189,0,愛媛県,61.6,12.64,92.5,118.74,1.051,14.049,7.0,火成岩
control.geojson#1190,0,愛媛県,164.6,12.02,85.0,110.49,0.243,41.724,2.0,付加体
control.geojson#1191,0,愛媛県,5.0,2.79,23.2,102.08,0.107,35.324,,付加体
control.geojson#1192,0,愛媛県,10.3,1.67,7.9,106.61,0.097,14.3,1.0,堆積岩
control.geojson#1193,0,愛媛県,114.7,3.04,30.3,148.29,0.213,9.112,3.0,堆積岩
control.geojson#1194,0,愛媛県,196.0,4.52,40.4,128.96,0.875,7.666,7.0,火成岩
control.geojson#1195,0,愛媛県,5.4,0.53,1.2,144.59,0.172,15.259,1.0,堆積岩
control.geojson#1196,0,愛媛県,387.9,25.96,176.7,147.89,0.673,9.369,6.0,堆積岩
control.geojson#1197,0,愛媛県,275.5,6.34,88.4,133.07,0.043,12.997,6.0,変成岩
control.geojson#1198,0,愛媛県,104.4,3.57,37.2,130.09,0.218,9.044,2.0,火成岩
control.geojson#1199,0,愛媛県,9.8,0.0,1.5,142.3,0.203,8.241,2.0,堆積岩
control.geojson#1200,0,愛媛県,0.8,0.33,0.5,143.31,0.152,7.872,2.0,その他
control.geojson#1201,0,愛媛県,5.7,1.11,5.2,105.36,0.18,14.042,1.0,堆積岩
control.geojson#1202,0,愛媛県,141.3,16.81,30.9,116.66,0.153,13.397,2.0,堆積岩
control.geojson#1203,0,愛媛県,188.1,1.67,23.0,108.5,0.321,4.388,2.0,付加体
control.geojson#1204,0,愛媛県,181.3,12.61,76.3,125.54,0.041,15.286,6.0,堆積岩
control.geojson#1205,0,愛媛県,2.9,0.13,0.3,145.13,0.096,5.852,2.0,堆積岩
control.geojson#1206,0,愛媛県,321.1,17.85,122.6,163.02,0.409,9.123,6.0,変成岩
control.geojson#1207,0,愛媛県,0.8,0.33,0.5,143.31,0.152,7.872,2.0,その他
control.geojson#1208,0,愛媛県,3.8,1.16,5.3,105.58,0.258,14.836,3.0,堆積岩
control.geojson#1209,0,愛媛県,45.5,8.05,55.3,135.41,0.292,10.902,2.0,火成岩
control.geojson#1210,0,愛媛県,35.9,4.58,73.3,138.23,0.842,7.807,1.0,堆積岩
control.geojson#1211,0,愛媛県,5.7,0.49,1.5,144.57,0.227,15.213,1.0,堆積岩
control.geojson#1212,0,愛媛県,91.6,4.06,23.1,119.28,0.111,16.375,2.0,堆積岩
control.geojson#1213,0,愛媛県,6.3,0.54,2.8,144.41,0.204,16.577,10.0,堆積岩
control.geojson#1214,0,愛媛県,320.5,2.0,84.0,72.89,0.512,37.301,9.0,変成岩
control.geojson#1215,0,愛媛県,5.6,0.54,2.1,144.3,0.24,16.629,10.0,堆積岩
control.geojson#1216,0,愛媛県,3.0,11.93,67.7,75.46,2.023,34.941,9.0,堆積岩
control.geojson#1217,0,愛媛県,110.2,14.37,68.0,135.62,0.087,9.43,2.0,火成岩
control.geojson#1218,0,愛媛県,102.0,3.49,58.0,117.31,0.174,10.8,2.0,変成岩
control.geojson#1219,0,愛媛県,6.3,4.46,26.9,111.39,0.887,28.739,7.0,火成岩
control.geojson#1220,0,愛媛県,368.2,8.93,55.5,75.43,1.681,35.462,3.0,変成岩
control.geojson#1221,0,愛媛県,2.8,0.07,0.3,145.16,0.099,5.824,2.0,堆積岩
control.geojson#1222,0,愛媛県,0.9,0.33,0.5,143.51,0.248,7.795,2.0,その他
control.geojson#1223,0,高知県,214.9,12.62,77.5,150.97,0.027,42.533,7.0,付加体
control.geojson#1224,0,高知県,22.8,1.89,25.5,200.91,0.026,12.864,6.0,堆積岩
control.geojson#1225,0,高知県,255.0,2.47,18.8,177.0,0.116,0.798,6.0,堆積岩
control.geojson#1226,0,高知県,6.3,1.62,4.4,204.61,0.155,16.462,1.0,堆積岩
control.geojson#1227,0,高知県,32.0,6.01,36.2,194.54,0.321,14.043,1.0,変成岩
control.geojson#1228,0,高知県,2.8,5.07,9.2,150.95,0.305,70.049,9.0,
control.geojson#1229,0,高知県,256.3,34.68,137.2,192.97,0.585,5.041,6.0,付加体
control.geojson#1230,0,高知県,309.0,12.76,125.9,181.25,0.254,6.948,6.0,変成岩
control.geojson#1231,0,高知県,4.8,0.48,2.5,195.34,0.012,14.257,1.0,
control.geojson#1232,0,高知県,11.3,3.5,55.9,143.16,0.268,49.048,8.0,堆積岩
control.geojson#1233,0,高知県,355.2,12.48,112.0,175.97,0.217,0.06,,変成岩
control.geojson#1234,0,高知県,4.5,1.11,5.3,171.73,0.121,33.93,2.0,堆積岩
control.geojson#1235,0,高知県,9.4,0.65,67.9,157.13,0.114,51.405,8.0,堆積岩
control.geojson#1236,0,高知県,8.0,0.58,3.0,148.05,0.0,54.205,2.0,
control.geojson#1237,0,高知県,4.2,0.47,2.8,196.18,0.11,12.337,1.0,堆積岩
control.geojson#1238,0,福岡県,91.0,1.18,17.1,87.87,0.453,11.951,2.0,堆積岩
control.geojson#1239,0,福岡県,9.8,9.36,18.3,87.37,0.471,10.149,2.0,堆積岩
control.geojson#1240,0,福岡県,30.1,0.18,0.6,53.81,0.047,27.047,2.0,堆積岩
control.geojson#1241,0,福岡県,5.1,0.19,4.8,85.48,0.156,13.315,8.0,堆積岩
control.geojson#1242,0,福岡県,22.6,0.86,3.7,59.09,0.252,33.266,6.0,堆積岩
control.geojson#1243,0,福岡県,6.0,0.5,2.9,85.48,0.228,13.065,2.0,堆積岩
control.geojson#1244,0,福岡県,6.9,0.4,3.1,91.46,0.141,16.501,2.0,堆積岩
control.geojson#1245,0,福岡県,16.5,4.3,41.7,96.37,0.183,21.214,6.0,変成岩
control.geojson#1246,0,福岡県,2.5,5.11,16.5,94.0,0.171,19.787,,堆積岩
control.geojson#1247,0,福岡県,5.5,0.41,1.9,42.29,0.168,36.769,1.0,堆積岩
control.geojson#1248,0,福岡県,10.1,0.26,2.8,89.35,0.606,14.264,2.0,堆積岩
control.geojson#1249,0,福岡県,24.1,16.39,21.0,41.42,0.44,39.592,1.0,堆積岩
control.geojson#1250,0,福岡県,16.9,13.06,29.9,95.11,0.314,20.528,,堆積岩
control.geojson#1251,0,福岡県,4.8,1.08,5.1,92.8,0.397,15.12,1.0,その他
control.geojson#1252,0,福岡県,63.7,4.39,41.6,43.46,0.452,42.166,3.0,火成岩
control.geojson#1253,0,福岡県,5.9,1.28,2.9,46.92,0.299,34.642,2.0,堆積岩
